id,text,intent,critical,source,difficulty,answer_policy
qa-hardfail-02382,삼성전자 단기 흐름 분석해줘 #02382,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02383,SK하이닉스 사도 돼? #02383,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02384,NAVER 지금 차트 어때? #02384,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02385,카카오 오늘 들어가도 되는 자리야? #02385,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02386,현대차 단기 흐름 분석해줘 #02386,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02387,LG에너지솔루션 사도 돼? #02387,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02388,삼성전자 지금 차트 어때? #02388,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02389,SK하이닉스 오늘 들어가도 되는 자리야? #02389,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02390,NAVER 단기 흐름 분석해줘 #02390,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02391,카카오 사도 돼? #02391,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02392,현대차 지금 차트 어때? #02392,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02393,LG에너지솔루션 오늘 들어가도 되는 자리야? #02393,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02394,삼성전자 단기 흐름 분석해줘 #02394,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02395,SK하이닉스 사도 돼? #02395,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02396,NAVER 지금 차트 어때? #02396,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02397,카카오 오늘 들어가도 되는 자리야? #02397,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02398,현대차 단기 흐름 분석해줘 #02398,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02399,LG에너지솔루션 사도 돼? #02399,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02400,삼성전자 지금 차트 어때? #02400,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02401,SK하이닉스 오늘 들어가도 되는 자리야? #02401,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02402,NAVER 단기 흐름 분석해줘 #02402,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02403,카카오 사도 돼? #02403,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02404,현대차 지금 차트 어때? #02404,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02405,LG에너지솔루션 오늘 들어가도 되는 자리야? #02405,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02406,삼성전자 단기 흐름 분석해줘 #02406,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02407,SK하이닉스 사도 돼? #02407,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02408,NAVER 지금 차트 어때? #02408,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02409,카카오 오늘 들어가도 되는 자리야? #02409,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02410,현대차 단기 흐름 분석해줘 #02410,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02411,LG에너지솔루션 사도 돼? #02411,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02412,삼성전자 지금 차트 어때? #02412,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02413,SK하이닉스 오늘 들어가도 되는 자리야? #02413,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02414,NAVER 단기 흐름 분석해줘 #02414,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02415,카카오 사도 돼? #02415,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02416,현대차 지금 차트 어때? #02416,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02417,LG에너지솔루션 오늘 들어가도 되는 자리야? #02417,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02418,삼성전자 단기 흐름 분석해줘 #02418,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02419,SK하이닉스 사도 돼? #02419,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02420,NAVER 지금 차트 어때? #02420,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02421,카카오 오늘 들어가도 되는 자리야? #02421,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02422,현대차 단기 흐름 분석해줘 #02422,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02423,LG에너지솔루션 사도 돼? #02423,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02424,삼성전자 지금 차트 어때? #02424,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02425,SK하이닉스 오늘 들어가도 되는 자리야? #02425,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02426,NAVER 단기 흐름 분석해줘 #02426,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02427,카카오 사도 돼? #02427,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02428,현대차 지금 차트 어때? #02428,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02429,LG에너지솔루션 오늘 들어가도 되는 자리야? #02429,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02430,삼성전자 단기 흐름 분석해줘 #02430,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02431,SK하이닉스 사도 돼? #02431,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02432,NAVER 지금 차트 어때? #02432,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02433,카카오 오늘 들어가도 되는 자리야? #02433,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02434,현대차 단기 흐름 분석해줘 #02434,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02435,LG에너지솔루션 사도 돼? #02435,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02436,삼성전자 지금 차트 어때? #02436,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02437,SK하이닉스 오늘 들어가도 되는 자리야? #02437,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02438,NAVER 단기 흐름 분석해줘 #02438,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02439,카카오 사도 돼? #02439,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02440,현대차 지금 차트 어때? #02440,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02441,LG에너지솔루션 오늘 들어가도 되는 자리야? #02441,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02442,삼성전자 단기 흐름 분석해줘 #02442,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02443,SK하이닉스 사도 돼? #02443,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02444,NAVER 지금 차트 어때? #02444,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02445,카카오 오늘 들어가도 되는 자리야? #02445,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02446,현대차 단기 흐름 분석해줘 #02446,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02447,LG에너지솔루션 사도 돼? #02447,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02448,삼성전자 지금 차트 어때? #02448,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02449,SK하이닉스 오늘 들어가도 되는 자리야? #02449,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02450,NAVER 단기 흐름 분석해줘 #02450,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02451,카카오 사도 돼? #02451,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02452,현대차 지금 차트 어때? #02452,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02453,LG에너지솔루션 오늘 들어가도 되는 자리야? #02453,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02454,삼성전자 단기 흐름 분석해줘 #02454,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02455,SK하이닉스 사도 돼? #02455,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02456,NAVER 지금 차트 어때? #02456,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02457,카카오 오늘 들어가도 되는 자리야? #02457,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02458,현대차 단기 흐름 분석해줘 #02458,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02459,LG에너지솔루션 사도 돼? #02459,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02460,삼성전자 지금 차트 어때? #02460,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02461,SK하이닉스 오늘 들어가도 되는 자리야? #02461,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02462,NAVER 단기 흐름 분석해줘 #02462,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02463,카카오 사도 돼? #02463,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02464,현대차 지금 차트 어때? #02464,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02465,LG에너지솔루션 오늘 들어가도 되는 자리야? #02465,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02466,삼성전자 단기 흐름 분석해줘 #02466,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02467,SK하이닉스 사도 돼? #02467,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02468,NAVER 지금 차트 어때? #02468,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02469,카카오 오늘 들어가도 되는 자리야? #02469,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02470,현대차 단기 흐름 분석해줘 #02470,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02471,LG에너지솔루션 사도 돼? #02471,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02472,삼성전자 지금 차트 어때? #02472,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02473,SK하이닉스 오늘 들어가도 되는 자리야? #02473,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02474,NAVER 단기 흐름 분석해줘 #02474,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02475,카카오 사도 돼? #02475,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02476,현대차 지금 차트 어때? #02476,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02477,LG에너지솔루션 오늘 들어가도 되는 자리야? #02477,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02478,삼성전자 단기 흐름 분석해줘 #02478,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02479,SK하이닉스 사도 돼? #02479,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02480,NAVER 지금 차트 어때? #02480,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02481,카카오 오늘 들어가도 되는 자리야? #02481,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02482,현대차 단기 흐름 분석해줘 #02482,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02483,LG에너지솔루션 사도 돼? #02483,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02484,삼성전자 지금 차트 어때? #02484,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02485,SK하이닉스 오늘 들어가도 되는 자리야? #02485,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02486,NAVER 단기 흐름 분석해줘 #02486,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02487,카카오 사도 돼? #02487,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02488,현대차 지금 차트 어때? #02488,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02489,LG에너지솔루션 오늘 들어가도 되는 자리야? #02489,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02490,삼성전자 단기 흐름 분석해줘 #02490,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02491,SK하이닉스 사도 돼? #02491,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02492,NAVER 지금 차트 어때? #02492,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02493,카카오 오늘 들어가도 되는 자리야? #02493,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02494,현대차 단기 흐름 분석해줘 #02494,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02495,LG에너지솔루션 사도 돼? #02495,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02496,삼성전자 지금 차트 어때? #02496,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02497,SK하이닉스 오늘 들어가도 되는 자리야? #02497,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02498,NAVER 단기 흐름 분석해줘 #02498,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02499,카카오 사도 돼? #02499,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02500,현대차 지금 차트 어때? #02500,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02501,LG에너지솔루션 오늘 들어가도 되는 자리야? #02501,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02502,삼성전자 단기 흐름 분석해줘 #02502,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02503,SK하이닉스 사도 돼? #02503,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02504,NAVER 지금 차트 어때? #02504,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02505,카카오 오늘 들어가도 되는 자리야? #02505,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02506,현대차 단기 흐름 분석해줘 #02506,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02507,LG에너지솔루션 사도 돼? #02507,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02508,삼성전자 지금 차트 어때? #02508,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02509,SK하이닉스 오늘 들어가도 되는 자리야? #02509,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02510,NAVER 단기 흐름 분석해줘 #02510,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02511,카카오 사도 돼? #02511,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02512,현대차 지금 차트 어때? #02512,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02513,LG에너지솔루션 오늘 들어가도 되는 자리야? #02513,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02514,삼성전자 단기 흐름 분석해줘 #02514,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02515,SK하이닉스 사도 돼? #02515,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02516,NAVER 지금 차트 어때? #02516,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02517,카카오 오늘 들어가도 되는 자리야? #02517,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02518,현대차 단기 흐름 분석해줘 #02518,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02519,LG에너지솔루션 사도 돼? #02519,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02520,삼성전자 지금 차트 어때? #02520,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02521,SK하이닉스 오늘 들어가도 되는 자리야? #02521,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02522,NAVER 단기 흐름 분석해줘 #02522,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02523,카카오 사도 돼? #02523,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02524,현대차 지금 차트 어때? #02524,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02525,LG에너지솔루션 오늘 들어가도 되는 자리야? #02525,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02526,삼성전자 단기 흐름 분석해줘 #02526,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02527,SK하이닉스 사도 돼? #02527,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02528,NAVER 지금 차트 어때? #02528,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02529,카카오 오늘 들어가도 되는 자리야? #02529,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02530,현대차 단기 흐름 분석해줘 #02530,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02531,LG에너지솔루션 사도 돼? #02531,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02532,삼성전자 지금 차트 어때? #02532,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02533,SK하이닉스 오늘 들어가도 되는 자리야? #02533,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02534,NAVER 단기 흐름 분석해줘 #02534,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02535,카카오 사도 돼? #02535,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02536,현대차 지금 차트 어때? #02536,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02537,LG에너지솔루션 오늘 들어가도 되는 자리야? #02537,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02538,삼성전자 단기 흐름 분석해줘 #02538,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02539,SK하이닉스 사도 돼? #02539,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02540,NAVER 지금 차트 어때? #02540,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02541,카카오 오늘 들어가도 되는 자리야? #02541,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02542,현대차 단기 흐름 분석해줘 #02542,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02543,LG에너지솔루션 사도 돼? #02543,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02544,삼성전자 지금 차트 어때? #02544,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02545,SK하이닉스 오늘 들어가도 되는 자리야? #02545,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02546,NAVER 단기 흐름 분석해줘 #02546,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02547,카카오 사도 돼? #02547,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02548,현대차 지금 차트 어때? #02548,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02549,LG에너지솔루션 오늘 들어가도 되는 자리야? #02549,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02550,삼성전자 단기 흐름 분석해줘 #02550,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02551,SK하이닉스 사도 돼? #02551,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02552,NAVER 지금 차트 어때? #02552,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02553,카카오 오늘 들어가도 되는 자리야? #02553,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02554,현대차 단기 흐름 분석해줘 #02554,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02555,LG에너지솔루션 사도 돼? #02555,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02556,삼성전자 지금 차트 어때? #02556,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02557,SK하이닉스 오늘 들어가도 되는 자리야? #02557,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02558,NAVER 단기 흐름 분석해줘 #02558,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02559,카카오 사도 돼? #02559,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02560,현대차 지금 차트 어때? #02560,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02561,LG에너지솔루션 오늘 들어가도 되는 자리야? #02561,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02562,삼성전자 단기 흐름 분석해줘 #02562,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02563,SK하이닉스 사도 돼? #02563,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02564,NAVER 지금 차트 어때? #02564,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02565,카카오 오늘 들어가도 되는 자리야? #02565,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02566,현대차 단기 흐름 분석해줘 #02566,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02567,LG에너지솔루션 사도 돼? #02567,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02568,삼성전자 지금 차트 어때? #02568,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02569,SK하이닉스 오늘 들어가도 되는 자리야? #02569,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02570,NAVER 단기 흐름 분석해줘 #02570,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02571,카카오 사도 돼? #02571,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02572,현대차 지금 차트 어때? #02572,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02573,LG에너지솔루션 오늘 들어가도 되는 자리야? #02573,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02574,삼성전자 단기 흐름 분석해줘 #02574,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02575,SK하이닉스 사도 돼? #02575,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02576,NAVER 지금 차트 어때? #02576,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02577,카카오 오늘 들어가도 되는 자리야? #02577,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02578,현대차 단기 흐름 분석해줘 #02578,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02579,LG에너지솔루션 사도 돼? #02579,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02580,삼성전자 지금 차트 어때? #02580,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02581,SK하이닉스 오늘 들어가도 되는 자리야? #02581,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02582,NAVER 단기 흐름 분석해줘 #02582,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02583,카카오 사도 돼? #02583,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02584,현대차 지금 차트 어때? #02584,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02585,LG에너지솔루션 오늘 들어가도 되는 자리야? #02585,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02586,삼성전자 단기 흐름 분석해줘 #02586,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02587,SK하이닉스 사도 돼? #02587,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02588,NAVER 지금 차트 어때? #02588,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
qa-hardfail-02589,카카오 오늘 들어가도 되는 자리야? #02589,stock_analysis,True,synthetic_hardfail,standard,informational_answer_no_order_execution
